,20,25,30,40,50,60,70,80,90,100,110
1,0,0,1000,1300,1600,2000,2300,2600,2900,3200,3600
2,0,1600,2000,2600,3200,3900,4500,1300,5800,6400,7100
3,0,3200,3900,5200,6400,7700,8000,8000,8000,8000,8000
4,0,6400,7700,8000,8000,8000,8000,8000,8000,8000,8000
5,0,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000
6,0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
7,0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
8,0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
9,0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
10,0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
11,0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
12,0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
13,0,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
